"CCN","RPT_NUM","HOSP_NAME","ADDRESS","ZIP","CST_CHRG","NET_REV_CAID","CAID_COST","DIFF_CAID_REV","TOT_UNCOMP_COST","BAD_DEBT","COST_UNCOMP","CHAR_CHRG_UNIN","CHAR_CHRG_TOT","COST_CHAR_UNIN","COST_CHAR_TOT","CHAR_CHRG_INS","COST_CHAR_INS","DISCHRG","DISCHRG_HMO","HOSP_CHRG_INPAT","HOSP_CHRG_OUTPAT","HOSP_CHRG_TOT"
"053303",793187,"RADY CHILDRENS HOSPITAL - SAN DIEGO","3020 CHILDRENS WAY_SAN DIEGO_CA","92123",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,2399864122,1500352617,3900216739
"053309",793188,"MEMORIALCARE MCWHLB","2801 ATLANTIC AVENUE_LONG BEACH_CA","90806",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,1412612554,249198292,1661810846
"054009",793189,"RESNICK NEUROPSYCHIATRIC HOSPITAL AT","150 UCLA MEDICAL PLAZA_LOS ANGELES_CA","90095",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,191,NA,155780786,19972465,175753251
"214003",793251,"BROOK LANE PSYCHIATRIC CENTER","13121 BROOK LANE_HAGERSTOWN_MD","21742",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,124,5,25575710,2960022,28535732
"362004",793311,"DANIEL DRAKE CENTER FOR POST-ACUTE C","151 WEST GALBRAITH ROAD_CINCINNATI_OH","45216",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,65,135302938,49979196,185282134
"364007",793315,"TWIN VALLEY RPH - COLUMBUS CAMPUS","2200 WEST BROAD STREET_COLUMBUS_OH","43223",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,402390,NA,402390
"374020",793324,"LAUREATE PSYCHIATRIC HOSPITAL","6655 S. YALE_TULSA_OK","74136",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,374,458,58682446,8212675,66895121
"393030",793341,"ALLIED SERVICES REHAB HOSPITAL","475 MORGAN HIGHWAY_SCRANTON_PA","18501",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,542,78,25563349,18506947,44070296
"024002",793389,"ALASKA PSYCHIATRIC INSTITUTE","3700 PIPER ST_ANCHORAGE_AK","99508",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,NA,46596094,396,46596490
"154020",793443,"REGIONAL MENTAL HEALTH CENTER","8555 TAFT STREET_MERRILLVILLE_IN","46410",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,1,3171153,7108571,10279724
"154071",793445,"ETHAN CROSSING OF INDIANAPOLIS","4102 SHORE DR._INDIANAPOLIS_IN","46254",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,16445750,NA,16445750
"244002",793490,"ANOKA-METRO REGIONAL TREATMENT CTR.","444 LAFAYETTE ROAD_ST. PAUL_MN","55164",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,265288,NA,265288
"393036",793544,"JOHN HEINZ INSTIT. OF REHAB MEDICINE","150 MUNDY ST_WILKES-BARRE_PA","18436",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,384,39,18712590,12559421,31272011
"452102",793568,"COVENANT SPECIALTY HOSPITAL","3815 20TH STREET_LUBBOCK_TX","79410",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,19,107062396,296,107062692
"232037",793669,"UM HEALTH-SPARROW SPECIALITY","1215 E MICHIGAN AVE_LANSING_MI","48912",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,NA,59627928,NA,59627928
"234021",793670,"HARBOR OAKS HOSPITAL","35031 23 MILE ROAD_NEW BALTIMORE_MI","48087",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,342,NA,146796512,NA,146796512
"332008",793709,"HENRY J. CARTER","50 WATER STREET_NEW YORK_NY","10004",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,166409502,358164,166767666
"453306",793764,"COVENANT CHILDRENS HOSPITAL","4015 22ND PLACE_LUBBOCK_TX","79410",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,641274004,1404705079,2045979083
"453315",793765,"CHILDRENS HOSPITAL OF SAN ANTONIO","519 WEST HOUSTON STREET_SAN ANTONIO_TX","78207",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,668753516,752553779,1421307295
"673046",793782,"BAYLOR INSTITUTE FOR REHABILITATION","2990 LEGACY DRIVE_FRISCO_TX","75034",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,535,173,42176991,10548346,52725337
"104024",793811,"CIRCLES OF CARE  INC.","400 EAST SHERIDAN ROAD_MELBOURNE_FL","32901",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,214,NA,42669014,17501946,60170960
"194008",793837,"EAST LA STATE MENTAL HEALTH SYSTEM","P O BOX 498_JACKSON_LA","70748",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,121978,NA,121978
"204004",793840,"DOROTHEA DIX PSYCHIATRIC CENTER","STATE STREET_BANGOR_ME","04402",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,30092236,279,30092515
"224028",793850,"CORRIGAN MENTAL HEALTH CENTER","49 HILLSIDE STREET_FALL RIVER_MA","02720",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,13238353,437079,13675432
"394026",793893,"TORRANCE STATE","SR 1014_TORRANCE_PA","15779",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,98267008,NA,98267008
"454065",793921,"HICKORY TRAIL HOSPITAL","2000 N. OLD HICKORY TRAIL_DESOTO_TX","75115",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,128,260,47904140,4824750,52728890
"043300",793940,"ARKANSAS CHILDRENS HOSPITAL","1 CHILDRENS WAY_LITTLE ROCK_AR","72202",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,906981992,478198709,1385180701
"053037",793947,"SAN BERNARDINO - BALLARD REHAB HOSPI","1760 WEST 16TH STREET_SAN BERNARDINO_CA","92411",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,213,161,53635731,5044400,58680131
"214000",793979,"SHEPPARD & ENOCH PRATT HOSPITAL","6501 NORTH CHARLES STREET_TOWSON_MD","21204",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,665,NA,199372848,15852178,215225026
"242005",793991,"REGENCY HOSPITAL OF MINNEAPOLIS LLC","1300 HIDDEN LAKE PARKWAY_GOLDEN VALLEY_MN","55422",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,90,485577007,NA,485577007
"254010",793995,"MSH- RECEIVING UNITS","NA_WHITFIELD_MS","39193",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,NA,28127253,NA,28127253
"294000",794010,"NORTHERN NEVADA ADULT MENTAL HEALTH","480 GALETTI WAY_SPARKS_NV","89431",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,368232,927856,1296088
"344033",794025,"WALTER B JONES LAKESIDE","2577 WEST FIFTH STREET_GREENVILLE_NC","27834",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,18938896,246549,19185445
"393056",794058,"HELEN M. SIMPSON REHABILITATION HOSP","4300 LONDONDERRY ROAD_HARRISBURG_PA","17109",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,702,228,117150540,NA,117150540
"444008",794068,"WESTERN MENTAL HLTH INSTIT.","11100 OLD HIGHWAY 64 WEST_BOLIVAR_TN","38008",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,19829,493,20322
"444010",794069,"PATHWAYS OF TN  INC.","238 SUMMAR DRIVE_JACKSON_TN","38301",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,4797786,3935321,8733107
"444014",794070,"MIDDLE TENN MENTAL HLTH INSTITUTE","221 STEWARTS FERRY PIKE_NASHVILLE_TN","37214",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,158545,6680,165225
"494021",794092,"WESTERN STATE HOSPITAL","103 VALLEY CENTER DR_STAUNTON_VA","24402",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,107771059,NA,107771059
"494033",794093,"CATAWBA HOSPITAL","5525 CATAWBA HOSPITAL DR_CATAWBA_VA","24070",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,NA,43195839,2024,43197863
"114013",794148,"WEST CENTRAL GA REGIONAL HOSPITAL","3000 SCHATULGA ROAD_COLUMBUS_GA","31905",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,9039514,NA,9039514
"114019",794149,"GEORGIA REGIONAL HOSPITAL AT ATLANTA","3073 PANTHERSVILLE ROAD_DECATUR_GA","30034",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,48335210,NA,48335210
"114029",794151,"EAST CENTRAL REGIONAL HOSPITAL","3405 MIKE PADGET HWY_AUGUSTA_GA","30906",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,714,NA,26694280,NA,26694280
"393025",794220,"BRYN MAWR REHABILITATION HOSPITAL","414 PAOLI PIKE_MALVERN_PA","19355",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,491,201521488,77005766,278527254
"444001",794231,"MEMPHIS MENTAL HLTH INSTITUTE","951 COURT AVE_MEMPHIS_TN","38103",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,100896,305,101201
"444002",794232,"MOCCASIN BEND MENTAL HLTH INSTITUTE","100 MOCCASIN BEND ROAD_CHATTANOOGA_TN","37405",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,25,48902820,1009,48903829
"453036",794245,"BAYLOR INSTITUTE FOR REHABILITATION","909 NORTH WASHINGTON AVENUE_DALLAS_TX","75246",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,552,252,111510827,241752600,353263427
"102009",794328,"KINDRED HOSPITAL BAY AREA","4555 SOUTH MANHATTAN AVENUE_TAMPA_FL","33611",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,305,96,346434002,1435365,347869367
"143025",794363,"SCHWAB REHAB HOSP & CARE NETWORK","1401 S. CALIFORNIA AVE_CHICAGO_IL","60608",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,153,74697189,26286741,100983930
"184002",794377,"WESTERN STATE HOSPITAL","2400 RUSSELLVILLE RD_HOPKINSVILLE_KY","42241",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,NA,70061356,68814,70130170
"294002",794417,"SOUTHERN NEVADA ADULT MENTAL HEALTH","1650 COMMUNITY COLLEGE DR_LAS VEGAS_NV","89146",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,4662422,8711464,13373886
"314011",794426,"UNIVERSITY BEHAVIORAL HEALTHCARE","671 HOES LANE WEST_PISCATAWAY_NJ","08855",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,28324953,80716909,109041862
"344016",794441,"BRYNN MARR HOSPITAL","192 VILLAGE DRIVE_JACKSONVILLE_NC","28546",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,44717070,NA,44717070
"344023",794442,"JULIAN F KEITH - ADATC","201 TABERNACLE ROAD_BLACK MOUNTAIN_NC","28711",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,62,20214714,59425,20274139
"363306",794456,"DAYTON CHILDRENS HOSPITAL","ONE CHILDRENS PLAZA_DAYTON_OH","45404",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,414446526,650937575,1065384101
"374026",794467,"TULSA CENTER FOR BEHAVIORAL HEALTH","2323 S HARVARD AVENUE_TULSA_OK","74114",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,NA,10237324,61851,10299175
"390196",794481,"AMERICAN ONCOLOGIC HOSPIAL","7701 BURHOLME AVENUE_PHILADELPHIA_PA","19111",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,995,828,492760063,1291068987,1783829050
"424005",794495,"BRYAN PSYCHIATRIC HOSPITAL","2414 BULL STREET_COLUMBIA_SC","29202",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,92192045,4028,92196073
"424011",794496,"HARRIS PSYCHIATRIC HOSPITAL","2414 BULL STREET_COLUMBIA_SC","29202",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,31060242,4673,31064915
"444003",794509,"RIDGEVIEW PSYCHIATRIC HOSPITAL","240 WEST TYRONE ROAD_OAK RIDGE_TN","37830",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,2185373,7998256,10183629
"490104",794538,"HIRAM W DAVIS MEDICAL CENTER - MS","WEST WASHINGTON STREET_PETERSBURG_VA","23803",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,134393453,1588,134395041
"494017",794541,"SOUTHERN VIRGINIA MENTAL HEALTH INST","382 TAYLOR DRIVE_DANVILLE_VA","24541",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,26982903,391,26983294
"514009",794547,"MILDRED MITCHELL-BATEMAN HOSPITAL","1530 NORWAY AVENUE_HUNTINGTON_WV","25706",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,32,35663585,NA,35663585
"514012",794548,"WILLIAM R SHARPE JR HOSPITAL","936 SHARPE HOSPITAL ROAD_WESTON_WV","26452",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,64123326,NA,64123326
"102024",794583,"SSH - PENSACOLA INC","7000 COBBLE CREEK DRIVE_PENSACOLA_FL","32504",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,144,83,131076952,16530,131093482
"263027",794616,"RUSK REHABILITATION HOSPITAL  AN AFF","315 BUSINESS LOOP 70 WEST_COLUMBIA_MO","65203",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,387,214,37836048,NA,37836048
"264008",794617,"CENTER FOR BEHAVIORAL MEDICINE","1000 EAST 24TH STREET_KANSAS CITY_MO","64108",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,20828033,NA,20828033
"313035",794625,"ENCOMPASS HEALTH REHABILITATION HOSP","2 CENTRE PLAZA_TINTON FALLS_NJ","07724",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1104,119,44237062,NA,44237062
"453053",794686,"ENCOMPASS HEALTH REHABILITATION HOSP","515 WEST 12TH ST._TEXARKANA_TX","75501",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,702,62,29993392,NA,29993392
"453057",794687,"ENCOMPASS HEALTH REHABILITATION HOSP","1800 HERITAGE BLVD_MIDLAND_TX","79707",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1543,225,68738841,NA,68738841
"043031",794710,"CHI ST. VINCENT SHERWOOD REHABILITAT","221 WILDWOOD AVE_SHERWOOD_AR","72120",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1262,277,60959114,510,60959624
"074012",794723,"SOUTHWEST CT MENTAL HEALTH SYSTEM","1635 CENTRAL AVENUE_BRIDGEPORT_CT","06610",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,101278,2029099,2130377
"093300",794725,"CHILDRENS HOSPITAL","111 MICHIGAN AVE  NW_WASHINGTON_DC","20010",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,1703613124,1526406073,3230019197
"142011",794754,"HOLY FAMILY MEDICAL CENTER","100 NORTH RIVER ROAD  SECOND FLOOR_DES PLAINES_IL","60016",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,268,NA,356949200,60861716,417810916
"143032",794755,"THE QUAD CITIES REHABILITATION INSTI","653 52ND AVENUE_MOLINE_IL","61265",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,419,177,24828561,270,24828831
"193070",794775,"MMO REHAB AND WELLNESS CENTER","4660 CONVENTION STREET_BATON ROUGE_LA","70802",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,167,NA,10106365,2313836,12420201
"204008",794776,"RIVERVIEW PSYCHIATRIC HOSPITAL","250 ARSENAL STREET_AUGUSTA_ME","04332",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,35510362,161059,35671421
"263031",794798,"SSM SELECT REHAB ST LOUIS  LLC","1027 BELLEVUE AVENUE_RICHMOND HEIGHTS_MO","63117",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1468,709,325614829,321278823,646893652
"453047",794853,"ENCOMPASS REHABILITATION HOSP","2800 WEST 15TH ST._PLANO_TX","75075",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1027,211,53099701,NA,53099701
"453072",794854,"UT HEALTH EAST TEXAS REHAB HOSPITAL","701 OLYMPIC PLAZA CIRCLE_TYLER_TX","75711",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,431,NA,103728136,74224733,177952869
"183026",794902,"CARDINAL HILL REHABILITATION HOSPITA","2050 VERSAILLES RD_LEXINGTON_KY","40504",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1734,645,191798491,12518,191811009
"183032",794903,"U OF L REHAB HOSPITAL","5000 CHAMBERLAIN LANE_LOUISVILLE_KY","40241",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,143,NA,7835643,NA,7835643
"363300",794910,"CHILDRENS HOSPITAL MEDICAL CENTER","3333 BURNET AVENUE  MLC #4900_CINCINNATI_OH","45229",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,NA,2537786492,1836740255,4374526747
"453054",795009,"ENCOMPASS HEALTH REHABILITATION HOSP","3901 AMRORY ROAD_WICHITA FALLS_TX","76302",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1442,67,53575124,NA,53575124
"673070",795020,"SOUTH PLAINS REHABILITATION HOSPITAL","5406 COLGATE STREET_LUBBOCK_TX","79416",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1167,189,66631900,NA,66631900
"103300",795047,"JOHNS HOPKINS ALL CHILDRENS HOSPITA","501 6TH AVENUE SOUTH  6500002504_ST. PETERSBURG_FL","33701",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,1420633416,746534631,2167168047
"393307",795126,"ST CHRISTOPHERS HOSPITAL FOR CHILDR","ERIE AVENUE AT FRONT STREET_PHILADELPHIA_PA","19134",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,610826216,822193065,1433019281
"054110",795197,"BHC FREMONT","39001 SUNDALE DRIVE_FREMONT_CA","94538",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,303,244,119890000,6247280,126137280
"064001",795204,"CO MENTAL HEALTH INSTITUTE - PUEBLO","1600 W 24TH STREET_PUEBLO_CO","81001",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,142422359,3632462,146054821
"074011",795205,"CONNECTICUT MENTAL HEALTH CENTER","34 PARK STREET_NEW HAVEN_CT","06519",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,124684,1785831,1910515
"364040",795249,"MENTAL HEALTH SRVS FOR CLARK COUNTY","474 N YELLOW SPRINGS STREET_SPRINGFIELD_OH","45504",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,21269759,NA,21269759
"442015",795274,"SSH -NORTH KNOXVILLE","7557B DANNAHER DRIVE_POWELL_TN","37849",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,306,174,288499626,NA,288499626
"512004",795299,"SSH MORGANTOWN","3200 JD ANDERSON DRIVE_MORGANTOWN_WV","26505",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,50,120180089,NA,120180089
"523031",795301,"GREEN BAY REHABILITATION HOSPITAL","1110 KEPLER DRIVE_GREEN BAY_WI","54311",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,232,84,22388485,NA,22388485
"184006",795350,"SUN BEHAVIORAL HEALTH - KENTUCKY","820 DOLWICK DRIVE_ERLANGER_KY","41018",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,272,NA,87887800,8391625,96279425
"364036",795376,"ARROWHEAD HOSPITAL","1725 TIMBERLINE ROAD_MAUMEE_OH","43537",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,NA,17421040,1978425,19399465
"452067",795389,"KPC PROMISE HOSPITAL OF DALLAS","7850 BROOKHOLLOW ROAD_DALLAS_TX","75235",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,17,12087100,NA,12087100
"064003",795406,"COLORADO MENTAL HEALTH INST-FT LOGAN","3520 W. OXFORD AVE_DENVER_CO","80236",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,46047449,751226,46798675
"082000",795409,"SSH - WILMINGTON  INC","501 WEST 14TH STREET; 9TH FLOOR_WILMINGTON_DE","19801",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,177,38,220127044,NA,220127044
"102017",795411,"SSH - PANAMA CITY  INC","615 NORTH BONITA AVENUE_PANAMA CITY_FL","32401",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,169,72,150260272,NA,150260272
"224032",795422,"WORCESTER RECOVERY CENTER AND HOSP","309 BELMONT STREET_WORCESTER_MA","01604",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,161107448,11158,161118606
"241991",795423,"BEACON HAVEN","1200 LONG LAKE ROAD_NEW BRIGHTON_MN","55112",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,473357,NA,473357
"252006",795425,"REGENCY HOSPITAL OF MERIDIAN","1102 CONSTITUTION 2ND FLOOR_MERIDIAN_MS","39301",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,26,109546697,NA,109546697
"362019",795431,"SSH - CINCINNATI  INC.","2139 AUBURN AVENUE  3 WEST_CINCINNATI_OH","45219",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,182,146,376910987,NA,376910987
"422009",795432,"REGENCY HOSPITAL OF GREENVILLE","2000 E. GREENVILLE ST  2ND FL_ANDERSON_SC","29621",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,52,168090392,NA,168090392
"474004",795436,"VERMONT PSYCHIATRIC CARE HOSPITAL","350 FISHER ROAD_BERLIN_VT","05633",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,33986529,NA,33986529
"673063",795442,"TRUSTPOINT REHABILITATION HOSPITAL O","4302 PRINCETON STREET_LUBBOCK_TX","79415",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,885,35,78295576,3130082,81425658
"214002",795463,"EASTERN SHORE HOSPITAL CENTER","5262 WOODS RD_CAMBRIDGE_MD","21613",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,22797819,NA,22797819
"394001",795482,"NORRISTOWN STATE HOSPITAL","1001 STERIGERE STREET_NORRISTOWN_PA","19401",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,145000507,NA,145000507
"394056",795484,"TOWER BEHAVIORAL HEALTH","201 WELLNESS WAY_READING_PA","19605",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,147,NA,160606670,3817767,164424437
"673080",795495,"REUNION REHABILITATION HOSPITAL PLAN","3600 MAPLESHADE LN_PLANO_TX","75075",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,868,40,40316869,NA,40316869
"062013",795504,"KINDRED HOSPITAL AURORA","700 POTOMAC ST.  2ND FLOOR_AURORA_CO","80011",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,16,122352766,253053,122605819
"144021",795511,"PACKARD MENTAL HEALTH CENTER","901 SOUTHWIND RD_SPRINGFIELD_IL","62703",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,466383,23607,489990
"144031",795512,"ALEXIAN BROTHERS BEHAVIORAL HEALTH","1650 MOON LAKE BOULEVARD_HOFFMAN ESTATES_IL","60194",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,457,330,101737870,53983711,155721581
"144037",795513,"ELGIN MENTAL HEALTH CENTER","750 S. STATE_ELGIN_IL","60123",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1741548,76032,1817580
"224040",795524,"DR. SOLOMON CARTER FULLER MENTAL HL","85 E. NEWTON STREET_BOSTON_MA","02118",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,29708527,NA,29708527
"244017",795534,"CBHH- ROCHESTER","444 LAFAYETTE ROAD_ST. PAUL_MN","55164",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,37597,NA,37597
"322002",795541,"KINDRED HOSPITAL ALBUQUERQUE","700 HIGH STREET  N.E._ALBUQUERQUE_NM","87102",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,30,147633104,1124988,148758092
"324014",795542,"CENTRAL DESERT BEHAVIORAL HH","1525 N RENAISSANCE BLVD_ALBUQUERQUE_NM","87107",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,226,419,33724402,NA,33724402
"393038",795547,"MAGEE REHABILITATION HOSPITAL","1513 RACE STREET_PHILADELPHIA_PA","19102",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,330,205,187132172,28438771,215570943
"452046",795556,"HOUSTON HEALTHCARE SPECIALTY HOSP.","1300 BINZ STREET_HOUSTON_TX","77004",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,10,48848829,85959,48934788
"673041",795567,"CARRUS REHABILITATION HOSPITAL","1810 U.S. HIGHWAY 82 WEST_SHERMAN_TX","75092",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,477,41,25003107,NA,25003107
"673081",795568,"REUNION REHABILITATION HOSPITAL ARLI","4351 CENTREWAY PL_ARLINGTON_TX","76018",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,515,52,26293883,NA,26293883
