"ccn","RPT_REC_NUM","S100001_00100_00100","S100001_00200_00100","S100001_00700_00100","S100001_00800_00100","S100001_03100_00100","S100001_02600_00100","S100001_03000_00100","S100001_02000_00100","S100001_02000_00300","S100001_02300_00100","S100001_02300_00300","S100001_02000_00200","S100001_02300_00200","C000001_20200_00600","C000001_20200_00700","C000001_20200_00800","zipcode","hosp_name","address"
"210023",794171,0.627689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,411170480,335855798,747026278,"21401","ANNE ARUNDEL MEDICAL CENTER INC.","2001 MEDICAL PARKWAY_ANNAPOLIS_MD"
"230089",794176,0.196231,27936477,51277526,NA,5873877,20512794,5873877,7416512,7603603,1455350,1641830,187091,186480,442800590,932817443,1375618033,"48230","COREWELL HEALTH - GROSSE POINTE","468 CADIEUX ROAD_GROSSE POINTE_MI"
"230303",794178,0.291509,2974512,7492668,1542944,1614605,204746,71661,NA,NA,NA,NA,NA,NA,16254874,137447032,153701906,"49660","MUNSON HEALTHCARE MANISTEE HOSPITAL","1465 E. PARKDALE AVE_MANISTEE_MI"
"281361",794185,0.841029,NA,NA,NA,1428030,1609477,1428030,145755,145755,122584,122584,NA,NA,7131962,45407522,52539484,"68850","LEXINGTON REGIONAL HEALTH CENTER","1201 N ERIE STREET_LEXINGTON_NE"
"320002",794191,0.21561,55659652,53969067,NA,12535327,6590076,12535327,41493167,43633741,8946333,11027654,2140574,2081321,680609665,1135941767,1816551432,"87505","ST. VINCENT HOSPITAL","455 ST. MICHAELS DRIVE_SANTA FE_NM"
"330231",794193,0.992364,98606461,450897851,214298915,386885017,26470376,168050852,139958198,143066546,138889476,141981851,3108348,3092375,267194866,320021307,587216173,"11432","QUEENS HOSPITAL CENTER","82-68 164TH STREET_JAMAICA_NY"
"330240",794194,1,70880041,310255743,82901741,170014638,28889537,85473643,56386984,56648553,56386984,56648452,261569,261468,299450486,222434357,521884843,"10037","HARLEM HOSPITAL CENTER","506 LENOX AVENUE_NEW YORK_NY"
"341311",794195,0.270284,6103649,5405379,NA,4270437,7238337,4270437,7906405,8387799,1850634,2296187,481394,445553,21950426,96910288,118860714,"27344","CHATHAM HOSPITAL  INC","475 PROGRESS BLVD_SILER CITY_NC"
"351324",794196,0.484812,1160780,1027543,NA,727838,521974,727838,867787,925109,420714,478036,57322,57322,6186903,19169475,25356378,"58072","MERCY HOSPITAL OF VALLEY CITY","570 CHAUTAQUA BOULEVARD_VALLEY CITY_ND"
"351334",794197,0.416568,8072553,8282527,209974,11603451,10674539,11393477,14240036,15268802,5931943,6960709,1028766,1028766,27807333,142899623,170706956,"58801","MERCY MEDICAL CENTER","1301 15TH AVENUE W_WILLISTON_ND"
"381305",794210,0.698636,2945585,6122124,3176539,3580396,313627,403857,420944,420944,294087,294087,NA,NA,5481617,33531286,39012903,"97845-","BLUE MOUNTAIN HOSPITAL DISTRICT","170 FORD RD._JOHN DAY_OR"
"381316",794211,0.564652,11736859,12980771,1243912,3710174,673700,2466262,2317141,3215209,1306381,2204449,898068,898068,31751946,125966264,157718210,"97439-0580","PEACE HARBOR HOSPITAL","400 9TH STREET_FLORENCE_OR"
"390035",794213,0.088586,11116212,18451813,3360746,7864708,12495080,4503962,25375207,26399213,2247888,3271894,1024006,1024006,648585620,873690599,1522276219,"18951","QUAKERTOWN COMMUNITY HOSPITAL","1021 PARK AVENUE_QUAKERTOWN_PA"
"390093",794215,0.369811,2243594,6393779,4150185,5116962,1982585,966777,49951,267780,18472,236301,217829,217829,19770329,125490133,145260462,"16214","CLARION HOSPITAL","ONE HOSPITAL DRIVE_CLARION_PA"
"390198",794218,0.364368,17592077,18801707,1209630,2782528,2238674,1572898,1751647,1872253,638244,758850,120606,120606,73362236,70054297,143416533,"16509","MILLCREEK COMMUNITY HOSPITAL","5515 PEACH STREET_ERIE_PA"
"400124",794222,0.912017,NA,NA,NA,3634229,NA,NA,NA,NA,NA,NA,NA,NA,42241615,33477519,75719134,"00936-6528","CORPORACION DEL CENTRO CARDIOVASCULA","CENTRO MEDICO_RIO PIEDRAS_PR"
"450801",794243,0.146849,40465734,44346106,NA,33953044,11966496,33779762,116946178,132260024,17170105,31710587,15313846,14540482,1065890913,1701444032,2767334945,"75503","CHRISTUS ST MICHAEL","2600 ST MICHAEL DRIVE_TEXARKANA_TX"
"500064",794248,0.32911,397069045,388463134,NA,53031390,21671495,53031390,117538844,124731351,38683209,45875716,7192507,7192507,2399385356,1075618796,3475004152,"98104-2499","HARBORVIEW MEDICAL CENTER","325 9TH AVENUE_SEATTLE_WA"
"030010",794268,0.083535,30438203,34298034,NA,4140041,13851821,4140041,31868604,32110476,2661293,2903165,241872,241872,1385759555,701350163,2087109718,"85745-","CARONDELET ST. MARYS HOSPITAL","1601 W. ST. MARYS ROAD_TUCSON_AZ"
"030022",794269,0.252054,196754264,334706317,NA,111541453,34215041,108339746,393674777,394077711,99227302,99630236,402934,402934,1400096276,1282737897,2682834173,"85008","VALLEYWISE HEALTH MEDICAL CENTER","2601 EAST ROOSEVELT STREET_PHOENIX_AZ"
"030023",794270,0.286377,166907559,137135571,NA,14462600,21816326,14462600,25962656,27554512,7435108,8206794,1591856,771686,878258233,777546669,1655804902,"86001","FLAGSTAFF MEDICAL CENTER","1200 NORTH BEAVER_FLAGSTAFF_AZ"
"040026",794277,0.198796,7619527,18972526,1312017,12463221,18241382,9429344,27020685,27902148,5337899,5687355,881463,349456,555767716,573407155,1129174871,"71913","ST. VINCENT HOT SPRINGS","300 WERNER STREET_HOT SPRINGS_AR"
"050028",794278,0.258267,9626289,16579171,6408680,9222885,9753777,2814205,161714,429105,30201,274003,267391,243802,38428038,169458807,207886845,"95521","MAD RIVER COMMUNITY HOSPITAL","3800 JANES ROAD_ARCATA_CA"
"050038",794279,0.352982,244553511,1037144113,282587985,377779056,9786954,95191071,259948062,259948062,91756987,91756987,NA,NA,4593503196,2194640496,6788143692,"95128-","SANTA CLARA VALLEY MEDICAL CENTER","751 SOUTH BASCOM AVENUE_SAN JOSE_CA"
"050082",794283,0.19113,105260494,130211279,11786853,25866002,18503520,11748944,38121518,38611734,7286166,7776382,490216,490216,1589961975,1136946887,2726908862,"93030","ST. JOHNS REGIONAL MEDICAL CENTER","1600 NORTH ROSE AVENUE_OXNARD_CA"
"050093",794284,0.216682,127512377,174048067,46535690,56288775,16810506,9753085,15151893,17943600,3283142,5557615,2791707,2274473,1471678329,1032301031,2503979360,"93720","ST. AGNES MEDICAL CENTER","1303 E. HERNDON AVENUE_FRESNO_CA"
"050102",794285,0.157458,39874485,50524129,8041275,11930238,19528991,3888963,3035233,3364619,477922,807308,329386,329386,371516733,368517078,740033811,"92503","DOCTORS HOSPITAL OF RIVERSIDE","3865 JACKSON STREET_RIVERSIDE_CA"
"050107",794286,0.181799,29506221,162378366,83581353,105115306,16343710,20156851,62088274,67217111,11287586,16416423,5128837,5128837,1481187617,1792090791,3273278408,"93456","MARIAN MEDICAL CENTER","1400 E. CHURCH STREET_SANTA MARIA_CA"
"050132",794288,0.176929,42069081,61678223,14458768,19000266,6318895,4541498,5681437,8121035,1005211,3403216,2439598,2398005,635170119,274518872,909688991,"91778-1507","SAN GABRIEL VALLEY MEDICAL CENTER","438 WEST LAS TUNAS DRIVE_SAN GABRIEL_CA"
"050226",794292,0.168665,41710668,65335632,19853175,24864866,17203878,5011691,7073168,7874876,1192996,1989997,801708,797001,547827703,398893187,946720890,"92801-","ANAHEIM REGIONAL MEDICAL CENTER","1111 WEST LA PALMA AVENUE_ANAHEIM_CA"
"050245",794294,0.235161,215627567,445400502,NA,21557980,15812287,21557980,74944147,74944147,17623941,17623941,NA,NA,2010877345,1035624511,3046501856,"92324-","ARROWHEAD REGIONAL MEDICAL CENTER","400 NORTH PEPPER AVENUE_COLTON_CA"
"050281",794297,0.262713,22324236,53766881,31442645,31823799,1174483,381154,276356,276356,72602,72602,NA,NA,415706508,126714970,542421478,"91801","ALHAMBRA HOSPITAL","100 SOUTH RAYMOND_ALHAMBRA_CA"
"050289",794298,0.181895,32478476,55029182,22550706,33166606,45296656,10615900,8996537,9815756,1636425,2369934,819219,733509,631761819,353014745,984776564,"94015","SETON MEDICAL CENTER","1900 SULLIVAN AVENUE_DALY CITY_CA"
"050292",794299,0.22734,411454965,535447702,29523259,46754119,27099451,17230860,48693901,48693901,11070071,11070071,NA,NA,2408872938,1500062392,3908935330,"92555-3911","RIVERSIDE UNIVERSITY HEALTH SYSTEM","26520 CACTUS AVENUE_MORENO VALLEY_CA"
"050373",794301,0.352857,994003934,1167507852,173503918,264785319,47240145,91252350,211381046,211381046,74587282,74587282,NA,NA,134046401,108675253,242721654,"90033","LOS ANGELES GENERAL MEDICAL CENTER","2051 MARENGO ST_LOS ANGELES_CA"
"050376",794302,0.390738,751086210,856707303,105621093,174993918,42427695,69347080,135718306,135718306,53030299,53030299,NA,NA,110440689,78563921,189004610,"90509","HARBOR-UCLA MEDICAL CENTER","1000 WEST CARSON STREET_TORRANCE_CA"
"050567",794304,0.1997,42998512,105916483,56198395,65351989,13098501,9153594,26543809,27753481,5300799,6411041,1209672,1110242,1814375909,1730523061,3544898970,"92691","MISSION HOSPITAL REG MEDICAL CENTER","27700 MEDICAL CENTER ROAD_MISSION VIEJO_CA"
"050636",794307,0.169626,28092121,45004258,11885797,15375408,12260130,3489611,6715777,7285467,1139170,1409974,569690,270804,612761703,529501318,1142263021,"92064-2405","PALOMAR MEDICAL CENTER POWAY","15615 POMERADO ROAD_POWAY_CA"
"050736",794308,0.11714,15443377,24607254,3991524,6338100,7680548,2346576,5393277,6201699,631768,1440190,808422,808422,310645150,259153186,569798336,"91754-","MONTEREY PARK HOSPITAL","900 S. ATLANTIC BLVD_MONTEREY PARK_CA"
"050737",794309,0.12408,44962011,67369078,15889924,21441010,14196486,5551086,10907720,13403443,1353430,3779508,2495723,2426078,1210865181,456740059,1667605240,"91754","GARFIELD MEDICAL CENTER","525 N GARFIELD AVE._MONTEREY PARK_CA"
"050738",794310,0.18289,15957238,23676467,6941885,9181509,6140991,2239624,2578234,3218237,471533,1109469,640003,637936,188533832,124330823,312864655,"91733","GREATER EL MONTE COMMUNITY HOSPITAL","1701 SANTA ANITA AVE_SOUTH EL MONTE_CA"
"051305",794312,0.744856,15362356,19996476,4634120,5622571,1307865,988451,1632,875977,890,149513,874345,148623,31347530,29395922,60743452,"96028-","MAYERS MEMORIAL HOSPITAL","43563 HIGHWAY 299 EAST_FALL RIVER MILLS_CA"
"051311",794313,0.332572,4120515,11555591,7272658,8330075,2923467,1057417,256047,256047,85154,85154,NA,NA,22449003,60625979,83074982,"95948-","BIGGS-GRIDLEY MEMORIAL HOSPITAL","240 SPRUCE STREET_GRIDLEY_CA"
"051314",794314,0.279147,18519016,16154775,NA,382575,1361459,382575,NA,NA,NA,NA,NA,NA,42295335,67742320,110037655,"93240-","KERN VALLEY HEALTHCARE DISTRICT","6412 LAUREL AVENUE_LAKE ISABELLA_CA"
"060031",794317,0.15232,61484986,114746701,22133368,50868836,13166971,28602702,106151924,116445909,16168361,26462183,10293985,10293822,2282261905,2070692559,4352954464,"80907","PENROSE HOSPITAL","2222 N. NEVADA_COLORADO SPRINGS_CO"
"100001",794319,0.174693,60924233,140649511,NA,89216281,67671621,89148389,374843162,386722357,65482476,77198169,11879195,11715693,2522140101,2705689559,5227829660,"32209-","SHANDS JACKSONVILLE MEDICAL CENTER","655 WEST 8TH STREET_JACKSONVILLE_FL"
"100084",794322,0.195313,5827059,15018032,9190973,20297236,14397665,11077912,37876115,39115154,7397698,8201434,1239039,803736,842727645,558050852,1400778497,"34748","LEESBURG REGIONAL MEDICAL CENTER INC","600 E DIXIE AVENUE_LEESBURG_FL"
"120014",794346,0.274958,24922757,19697027,NA,2055886,2746919,2055886,2549993,3130378,701136,1280727,580385,579591,144434937,280229728,424664665,"96766-","WILCOX MEMORIAL HOSPTIAL","3-3420 KUHIO HIGHWAY_LIHUE_HI"
"120026",794348,0.277106,40879053,38411663,NA,2720795,3443058,2720795,1404459,2765136,385648,1740757,1360677,1355109,400277558,525729147,926006705,"96701-","PALI MOMI MEDICAL CENTER","98-1079 MOANALUA ROAD_AIEA_HI"
"121301",794350,1.124311,3229156,10417535,4819019,4819117,NA,98,792,792,98,98,NA,NA,6839348,49608269,56447617,"96777","KAU HOSPITAL","1 KAMANI STREET_PAHALA_HI"
"121307",794351,1.041271,721946,1806838,640364,640364,NA,NA,NA,NA,NA,NA,NA,NA,21591784,4569872,26161656,"96727","HALE HOOLA HAMAKUA","45 - 547 PLUMERIA STREET_HONOKAA_HI"
"130003",794353,0.284943,14951023,21653939,6702916,9633925,4537408,2931009,4465458,4809647,1272401,1616590,344189,344189,170197666,394532950,564730616,"83501","ST JOSEPH REGIONAL MEDICAL CENTER","415 SIXTH STREET_LEWISTON_ID"
"140115",794357,0.265216,18772791,8269008,NA,721606,696708,721606,607678,1435767,161166,483335,828089,322169,71469338,110166499,181635837,"60613","THOREK MEMORIAL HOSPITAL","850 WEST IRVING PARK ROAD_CHICAGO_IL"
"150011",794364,0.251694,5017162,30767541,25750379,33117843,10749663,7367464,8670470,11119032,2182222,4627138,2448562,2444916,108781312,422973593,531754905,"46952-","MARION GENERAL HOSPITAL","441 WABASH AVENUE_MARION_IN"
"150115",794366,0.236403,14362292,20367169,6004877,10310678,7571016,4305801,7105826,7851403,1679839,2425416,745577,745577,140405310,633402355,773807665,"47546","MEMORIAL HOSP & HEALTH CARE CTR","800 WEST 9TH STREET_JASPER_IN"
"180018",794373,0.280777,40112826,47803883,NA,2333957,6450247,2333957,1651933,1690014,463825,492615,38081,28790,197052890,462362376,659415266,"40351-","ST. CLAIRE MEDICAL CENTER","222 MEDICAL CIRCLE_MOREHEAD_KY"
"181309",794375,0.953075,39938636,16212917,NA,585400,369299,585400,330828,330828,315304,315304,NA,NA,15710278,14622999,30333277,"42539-","CASEY COUNTY HOSPITAL","187 WOLFORD AVENUE_LIBERTY_KY"
"181325",794376,0.981261,58468939,18050352,NA,766680,656432,766680,180106,180106,176731,176731,NA,NA,14706712,16106798,30813510,"42743-","JANE TODD CRAWFORD HOSPITAL","290 INDUSTRIAL PARK ROAD_GREENSBURG_KY"
"210033",794386,0.636298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174654132,119348270,294002402,"21157","CARROLL HOSPITAL CENTER","200 MEMORIAL AVENUE_WESTMINSTER_MD"
"210064",794387,0.750449,NA,NA,NA,93070,265914,93070,NA,NA,NA,NA,NA,NA,99157194,2508725,101665919,"21215","LEVINDAL HEBREW GER. CTR. & HOSPT.","2434 W. BELVEDERE AVENUE_BALTIMORE_MD"
"230029",794389,0.24581,76860581,70626456,NA,9840716,9403889,9840716,14495960,21316773,3563252,7357306,6820813,3794054,860104372,824461684,1684566056,"48341","TRINITY HEALTH OAKLAND","44405 WOODWARD AVENUE_PONTIAC_MI"
"230053",794391,0.351212,215428540,381558677,16004551,53055110,16755471,37050559,40344658,57365042,14169528,31172958,17020384,17003430,2363521388,3195752650,5559274038,"48202","HENRY FORD HOSPITAL","ONE FORD PLACE_DETROIT_MI"
"230132",794392,0.239279,84924952,144375465,NA,9535392,7984499,9186474,10062944,14775016,2407851,7119923,4712072,4712072,985745993,612185969,1597931962,"48503-5993","HURLEY MEDICAL CENTER","ONE HURLEY PLAZA_FLINT_MI"
"240213",794393,0.271244,22699446,29727306,7027860,10801062,5438561,3773202,6658926,7143173,1806194,2290441,484247,484247,356057036,433073705,789130741,"55125-4445","HEALTHEAST WOODWINDS HOSPITAL","1925 WOODWINDS DR_WOODBURY_MN"
"241370",794397,0.439288,8340145,11486521,3146376,4988695,3372401,1842319,826288,827609,362978,364299,1321,1321,15987758,127151789,143139547,"56345","ST. GABRIELS HOSPITAL","815 SE 2ND STREET_LITTLE FALLS_MN"
"241377",794398,0.562261,1882178,2746511,864333,1946460,758205,1082127,1028156,1112503,578092,662439,84347,84347,13511656,29307891,42819547,"56520","ST. FRANCIS MEDICAL CENTER","2400 ST. FRANCIS DRIVE_BRECKENRIDGE_MN"
"260179",794403,0.223529,1156304,13110560,11954256,23605181,11276783,11650925,8200191,15459355,1832980,9092144,7259164,7259164,763218179,1500135428,2263353607,"63017","ST. LUKES HOSPITAL","232 S. WOODS MILL RD._CHESTERFIELD_MO"
"281313",794409,0.725832,2280217,2418344,138127,729069,720732,590942,28208,75546,20474,67812,47338,47338,4700972,38133195,42834167,"69138-","GOTHENBURG MEMORIAL HOSP","910 20TH STREET_GOTHENBURG_NE"
"281333",794410,0.895224,398128,595621,81319,213340,121780,132021,9125,24545,8169,23589,15420,15420,4226458,8968539,13194997,"68714","ROCK COUNTY HOSPITAL","102 EAST SOUTH STREET_BASSETT_NE"
"281342",794411,0.505412,3218964,3523363,NA,1244460,1434915,1244460,808792,925389,408773,525370,116597,116597,7213126,63636500,70849626,"68410-3319","SAINT MARYS HOSPITAL","1301 GRUNDMAN BLVD_NEBRASKA CITY_NE"
"281346",794412,0.842855,391422,875972,484550,764971,250974,280421,61533,81376,51863,71706,19843,19843,1991353,9922332,11913685,"68769-","CHI HEALTH PLAINVIEW","704 N 3RD STREET_PLAINVIEW_NE"
"281349",794413,0.676457,2302761,2259837,NA,1402744,1666875,1402744,8772,289515,5934,286677,280743,280743,3968357,44732574,48700931,"68047","PENDER COMMUNITY HOSPITAL DISTRICT","100 HOSPITAL DRIVE_PENDER_NE"
"281356",794414,0.67588,602792,1219504,616712,1065924,635088,449212,6126,24099,4140,22113,17973,17973,3059462,32941469,36000931,"69140-","PERKINS COUNTY HEALTH SERVICES","902 CENTRAL AVENUE_GRANT_NE"
"290008",794415,0.188166,2684010,9980207,1982297,4543608,9426482,2561311,3827743,3827743,720251,720251,NA,NA,77573629,181060478,258634107,"89801","NORTHEASTERN NEVADA REGIONAL HOSPITA","2001 ERRECART BOULEVARD_ELKO_NV"
"310060",794423,0.084281,20002511,19385594,NA,6139105,12682258,6139105,32928058,35102964,2775210,4950116,2174906,2174906,507330559,1123007565,1630338124,"08865","ST LUKES WARREN HOSPITAL","185 ROSEBERRY STREET_PHILLIPSBURG_NJ"
"351303",794443,0.889924,579988,580961,973,395506,239950,394533,197836,210313,176059,188536,12477,12477,4196642,10267262,14463904,"58540","GARRISON MEMORIAL HOSPITAL","407 3RD AVENUE SE_GARRISON_ND"
"380027",794469,0.250571,52153008,51099183,NA,3264011,6855585,3264011,5937476,5937476,1487759,1487759,NA,NA,283265244,612973705,896238949,"97471-","MERCY MEDICAL CENTER","2700 STEWART PARKWAY_ROSEBURG_OR"
"390012",794473,0.198966,4763972,7730683,2487844,4013484,2302596,1525640,3712887,4012003,738738,1037854,299116,299116,200829368,213611903,414441271,"19446","LANSDALE HOSPITAL","100 MEDICAL CAMPUS DRIVE_LANSDALE_PA"
"390062",794474,0.21977,831204,3620204,2293460,2898110,1184513,604650,1524739,1524739,335092,335092,NA,NA,53869392,144190389,198059781,"16673","NASON HOSPITAL","105 NASON DRIVE_ROARING SPRING_PA"
"390164",794478,0.087084,3300915069,287456888,NA,22460926,64087501,22460926,159124040,161623515,13857158,16356633,2499475,2499475,12398394073,8076884223,20475278296,"15213","UPMC - PRESBYTERIAN SHADYSIDE","200 LOTHROP STREET_PITTSBURGH_PA"
"390173",794479,0.254891,11649636,21692628,10042992,13912512,4921318,3869520,4839293,6189376,1233492,2583575,1350083,1350083,164588387,526434290,691022677,"15701","INDIANA REGIONAL MEDICAL CENTER","835 HOSPITAL ROAD_INDIANA_PA"
"390199",794482,0.293221,3448283,6552625,3104342,3733802,575742,629460,240545,624273,70533,454261,383728,383728,16504713,136557477,153062190,"15767","PUNXSUTAWNEY AREA HOSPITAL","81 HILLCREST DRIVE_PUNXSUTAWNEY_PA"
"390228",794483,0.227954,14538906,22873378,8334472,14567660,7620194,6178237,6282601,9278198,1412868,4408465,2995597,2995597,562588576,1044706838,1607295414,"15243","ST. CLAIR MEMORIAL HOSPITAL","1000 BOWER HILL ROAD_PITTSBURGH_PA"
"391302",794486,0.436171,888496,1965774,NA,547424,416038,525489,332564,540383,145055,352874,207819,207819,4113949,30335454,34449403,"15552","MEYERSDALE COMMUNITY HOSPITAL","200 HOSPITAL DRIVE_MEYERSDALE_PA"
"394034",794488,0.305924,NA,NA,NA,2211,NA,2211,NA,NA,NA,NA,NA,NA,137922152,15831852,153754004,"19002","THE HORSHAM CLINIC","WESLH ROAD & BUTLER PIKE_AMBLER_PA"
"450034",794511,0.160542,41587749,41868669,NA,49485636,18120866,49357066,193793160,209157175,31040939,46182796,15364015,15141857,1067563832,1354312897,2421876729,"77702-1048","CHRISTUS HOSPITAL","2830 CALDER STREET_BEAUMONT_TX"
"450154",794512,0.235727,11090295,8206162,NA,12149395,343449,11991161,28713262,34162480,6665033,11874101,5449218,5209068,66172892,247890162,314063054,"78840-","VAL VERDE REGIONAL MEDICAL CENTER","801 BEDELL ST_DEL RIO_TX"
"450165",794513,0.094659,3824281,3876628,NA,7045269,7664374,6920038,49221695,51077247,4658473,6161938,1855552,1503465,95772041,298555870,394327911,"78026-1504","METHODIST HOSPITAL SOUTH","1905 HIGHWAY 97 EAST_JOURDANTON_TX"
"460043",794528,0.319159,2697736,3472590,NA,1848534,2191407,1848534,2471795,2831975,788896,1148865,360180,359969,15692156,76783755,92475911,"84057-","OREM COMMUNITY HOSPITAL","331 NORTH 400 WEST_OREM_UT"
"461300",794529,0.455394,2105856,1936695,NA,1051946,736033,1050747,1420424,1491532,646853,716800,71108,69947,3879014,25114887,28993901,"84624","DELTA COMMUNITY HOSPITAL","126 S WHITE SAGE AVE_DELTA_UT"
"500039",794542,0.170948,39515941,72359370,22209773,33789581,16624936,11579808,31475093,37023726,5380517,8334723,5548633,2954206,1683504402,1933424929,3616929331,"98383","HARRISON MEDICAL CENTER","1800 NW MYHRE RD_SIVERDALE_WA"
"500041",794543,0.204497,28560534,48848156,10935752,23072934,6716020,12137182,24074067,29890465,4891177,10609391,5816398,5718214,460361202,776254454,1236615656,"98632-","ST. JOHN MEDICAL CENTER","1615 DELAWARE STREET_LONGVIEW_WA"
"500051",794544,0.224853,17354023,46299749,12846226,24727987,19474305,11881761,8582313,15532307,1929579,7465300,6949994,5535721,1208690334,1209751843,2418442177,"98004-","OVERLAKE HOSPITAL MEDICAL CENTER","1035 116TH AVENUE NE_BELLEVUE_WA"
"511322",794546,0.331222,9859750,12699697,3581058,5096471,2509261,1482647,910132,1268926,301456,641450,358794,339994,30558311,123521072,154079383,"26551","SUMMERSVILLE REGIONAL MED CENTER","400 FAIRVIEW HEIGHTS ROAD_SUMMERSVILLE_WV"
"520030",794549,0.257436,29816665,59830150,30013485,37795361,11549802,7781876,11864357,13948338,3054313,4669784,2083981,1615471,908336825,1179968175,2088305000,"54401","ASPIRUS WAUSAU HOSPITAL","333 PINE RIDGE BOULEVARD_WAUSAU_WI"
"530015",794552,0.497226,4748968,8693700,2481796,8335896,8971197,5854100,2201422,2513062,1094604,1406244,311640,311640,79117444,198116069,277233513,"83001-","ST. JOHNS HOSPITAL","625 E. BROADWAY_JACKSON_WY"
"030024",794561,0.173722,153611761,251099894,14189165,62202572,93031035,48013407,178211343,178902356,30959231,31650244,691013,691013,3635465766,2257134301,5892600067,"85013","ST. JOSEPHS HOSPITAL & MEDICAL CTR","350 WEST THOMAS ROAD_PHOENIX_AZ"
"041322",794563,0.608978,618807,554147,NA,493731,780813,493731,29940,29940,18233,18233,NA,NA,4174588,13495105,17669693,"72576","FULTON COUNTY HOSPITAL","679 N. MAIN STREET_SALEM_AR"
"050054",794565,0.187472,17632804,32476845,14844041,16949497,9909362,2105456,496112,648901,93007,245796,152789,152789,172889245,326220850,499110095,"92220-","SAN GORGONIO MEMORIAL","600 NORTH HIGHLAND SPRINGS AVE_BANNING_CA"
"100039",794574,0.18899,70710456,125962633,27978590,96133630,95222304,67622847,250775592,261635678,47394079,49446527,10860086,2052448,1890382461,1169913625,3060296086,"33316-","BROWARD HEALTH MEDICAL CENTER","1600 SOUTH ANDREWS AVENUE_FT. LAUDERDALE_FL"
"120001",794588,0.22647,192134505,252477980,NA,12258719,26979106,12258719,24124755,24624487,5463533,5963265,499732,499732,3205926952,2148877056,5354804008,"96813","THE QUEENS MEDICAL CENTER","1301 PUNCHBOWL STREET_HONOLULU_HI"
"121306",794590,0.79397,2227942,4855934,1869467,2795397,1149341,925930,2618,13927,2079,13388,11309,11309,22615157,38990246,61605403,"96746","SAMUEL MAHELONA MEMORIAL HOSPITAL","4800 KAWAIHAU ROAD_KAPAA  KAUAI_HI"
"140155",794593,0.135156,32134992,26649204,NA,5275831,1737715,5275831,15542998,19026093,2100729,4925390,3483095,2824661,342686453,693980939,1036667392,"60901","PRESENCE ST. MARYS HOSPITAL","500 WEST COURT STREET_KANKAKEE_IL"
"161309",794597,0.488146,3563208,3842450,NA,948597,941466,948597,668150,845134,326155,503139,176984,176984,6137327,57537250,63674577,"51555-1197","CHI HEALTH - MISSOURI VALLEY","631 N 8TH STREET_MISSOURI VALLEY_IA"
"161314",794598,0.733714,4221668,1767771,NA,233095,317692,233095,NA,NA,NA,NA,NA,NA,2528414,26396177,28924591,"50115","GUTHRIE COUNTY HOSPITAL","710 NORTH 12TH STREET_GUTHRIE CENTER_IA"
"171313",794602,0.626652,3858944,5528952,1670008,3362683,2503646,1692675,188233,202372,117957,132096,14139,14139,12745936,27160652,39906588,"67860","KEARNY COUNTY HOSPITAL","500 THORPE STREET_LAKIN_KS"
"190114",794606,0.426795,7506994,7171908,NA,487799,1148777,487799,NA,NA,NA,NA,NA,NA,25306282,41725449,67031731,"71040","HOMER MEMORIAL HOSPITAL","620 EAST COLLEGE_HOMER_LA"
"191325",794607,0.65926,4556083,6191049,1634966,2365838,1031904,730872,87126,87126,57439,57439,NA,NA,45811,38162383,38208194,"70345-","LADY OF SEA HOSPTAL","200 WEST 134TH PLACE_CUT OFF_LA"
"230070",794608,0.221977,60056858,91261031,NA,8294425,16786171,8294425,10053449,12082029,2231634,4193729,2028580,1962095,1062250051,1215811198,2278061249,"48602","COVENANT MEDICAL CENTER","1447 NORTH HARRISON_SAGINAW_MI"
"250036",794611,0.395842,8528962,5589923,NA,2521194,36572,2511109,5216722,5649271,2064998,2497547,432549,432549,13244012,56996859,70240871,"39452-0607","GEORGE COUNTY HOSPITAL","305 WINTER STREET_LUCEDALE_MS"
"251329",794613,0.837824,292438,914511,191232,306161,12585,85810,2791,81375,2338,80922,78584,78584,1655226,6493317,8148543,"39451-","GREENE COUNTY HOSPITAL","1017 JACKSON AVENUE_LEAKESVILLE_MS"
"281311",794620,1.051857,331122,423554,92432,175557,76392,83125,NA,7447,NA,2772,7447,2772,124567,5571485,5696052,"68939-0315","FRANKLIN COUNTY MEMORIAL HOSPITAL","1406 Q STREET_FRANKLIN_NE"
"300003",794622,0.278392,103891671,203746360,96875049,125491643,26365734,28616594,9104279,27651174,2534558,21081453,18546895,18546895,1886586164,3440088587,5326674751,"03756-0001","MARY HITCHCOCK MEMORIAL HOSP","1 MEDICAL CENTER DRIVE_LEBANON_NH"
"351315",794639,0.566044,542256,503546,NA,462579,428206,462579,426890,450824,241639,265573,23934,23934,2495412,17090512,19585924,"58474","OAKES COMMUNITY HOSPITAL","314 SOUTH 8TH ST_OAKES_ND"
"351333",794640,0.444561,6133128,7279202,1146074,4112312,1238176,2966238,5096704,5272283,2265796,2441375,175579,175579,14573652,48609267,63182919,"58301","MERCY HOSPITAL","1031 7TH STREET_DEVILS LAKE_ND"
"351336",794641,0.498602,8017918,7235970,NA,6413015,5717164,6413015,6320267,6742453,3151298,3573484,422186,422186,32479033,100804153,133283186,"58601","ST JOSEPHS HOSPITAL & HEALTH CTR","2500 FAIRWAY STREET_DICKINSON_ND"
